Êý¾Ý×éÊý,ÎÀÐÇPRNºÅ,ÀúÔª,ÎÀÐÇÖÓÆ«²î(s),ÎÀÐÇÖÓÆ¯ÒÆ(s/s),ÎÀÐÇÖÓÆ¯ÒÆËÙ¶È(s/s*s),IODE,C_rs,n,M0,C_uc,e,C_us,sqrt_A,TEO,C_ic,OMEGA,C_is,I_0,C_rc,w,OMEGA_DOT,IDOT,L2_code,PS_week_num,L2_P_code,ÎÀÐÇ¾«¶È(m),ÎÀÐÇ½¡¿µ×´Ì¬,TGD,IODC
64,32,22  9 23  2  0  0.0,0.000241426285356,1.14823706099e-11,0.0,36.0,-85.0625,4.36125309227e-09,0.250911522466,4.49270009994e-06,0.00609399983659,1.02110207081e-05,5153.65522957,439200.0,-5.40167093277e-08,2.56200099767,1.26659870148e-07,0.958914780227,185.40625,-2.29356848573,-7.98461830569e-09,4.53590322429e-11,1.0,2228.0,0.0,2.0,0.0,4.65661287308e-10,36.0
65,18,22  9 23  2 29 36.0,3.93376685679e-05,1.29602995003e-11,0.0,164.0,97.6875,4.18731727572e-09,-2.17784066013,5.00679016113e-06,0.00285331171472,7.01658427715e-06,5153.7233181,440976.0,-4.842877388e-08,0.494463117242,-4.65661287308e-08,0.972610607581,250.46875,3.07543800441,-7.99819029959e-09,3.13584490624e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,420.0
66,17,22  9 23  3 59 28.0,0.000661876052618,3.75166564481e-12,0.0,106.0,9.8125,4.06695511929e-09,0.594484561343,5.04776835442e-07,0.0137217666488,1.12503767014e-05,5153.62627792,446368.0,-1.63912773132e-07,-0.50931328644,-7.07805156708e-08,0.977566908203,177.5,-1.47978334351,-7.95461705601e-09,4.03945397376e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,106.0
67,6,22  9 23  3 59 44.0,0.000469679478556,1.20508047985e-11,0.0,20.0,91.9375,3.96123642997e-09,-1.45584596169,4.78327274323e-06,0.00244477239903,6.54347240925e-06,5153.52401924,446384.0,1.30385160446e-08,0.481567514854,3.35276126862e-08,0.988081709432,268.90625,-0.893522538114,-7.90604360417e-09,2.5536777995e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,20.0
68,9,22  9 23  3 59 44.0,0.000292605254799,4.88853402203e-12,0.0,13.0,-81.0,4.31017953628e-09,1.0103201094,4.25055623054e-06,0.00250897370279,1.02408230305e-05,5153.76209641,446384.0,2.421438694e-08,2.54981804705,-3.91155481338e-08,0.955156508571,178.09375,1.90382508372,-7.99033282943e-09,8.25034365993e-11,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,13.0
69,13,22  9 23  3 59 44.0,0.000392733607441,7.16227077646e-12,0.0,46.0,-60.4375,3.99802367659e-09,0.107348655091,3.1590461731e-06,0.00648186251055,1.16266310215e-05,5153.68498993,446384.0,-4.09781932831e-08,2.70613187518,1.4528632164e-07,0.969410134886,161.65625,0.936844511974,-7.82139722116e-09,5.60737642688e-11,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,46.0
70,22,22  9 23  3 59 44.0,0.000332783441991,6.8212102633e-12,0.0,20.0,-74.3125,4.25589156068e-09,0.378009656477,3.95625829697e-06,0.0134452426573,1.06561928988e-05,5153.7465744,446384.0,-2.53319740295e-07,2.652930343,1.30385160446e-08,0.962134731676,178.25,-1.84469812914,-8.04783522464e-09,7.1074389105e-11,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,20.0
71,26,22  9 23  3 59 44.0,0.000229670200497,1.5916157281e-12,0.0,1.0,-4.78125,5.66202156021e-09,2.34638452582,1.84401869774e-07,0.00714981590863,4.19840216637e-06,5153.55443954,446384.0,-1.97440385819e-07,-1.6785649608,-1.30385160446e-08,0.935888619358,286.4375,0.375468545829,-8.59428655796e-09,5.57166065346e-11,1.0,2228.0,0.0,2.0,0.0,6.98491930962e-09,1.0
72,1,22  9 23  4  0  0.0,0.000279263127595,6.48014975013e-12,0.0,81.0,87.8125,3.77872882779e-09,-1.66371028727,4.63426113129e-06,0.0119916320546,6.8936496973e-06,5153.66197395,446400.0,2.32830643654e-07,0.489839604151,-1.67638063431e-08,0.988776269289,262.34375,0.943610790434,-7.68924885951e-09,2.61796619166e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,81.0
73,2,22  9 23  4  0  0.0,0.000645075924694,1.36424205266e-12,0.0,74.0,110.25,4.21874715632e-09,-2.12913718119,5.78723847866e-06,0.0200062047224,7.21216201782e-06,5154.89591789,446400.0,2.9057264328e-07,0.396105348932,3.07336449623e-07,0.966751597267,244.46875,-1.39326546276,-7.77568103118e-09,2.02151277555e-10,1.0,2228.0,0.0,2.0,0.0,-1.72294676304e-08,74.0
74,3,22  9 23  4  0  0.0,0.000355254393071,5.57065504836e-12,0.0,74.0,-43.625,4.32660879205e-09,-2.76631511951,2.11596488953e-06,0.0045166220516,2.52947211266e-06,5153.54932022,446400.0,1.67638063431e-08,1.52278355732,-3.53902578354e-08,0.975060192222,337.6875,1.0597989159,-8.1549825449e-09,1.17147736816e-10,1.0,2228.0,0.0,2.82842707634,0.0,1.86264514923e-09,74.0
75,4,22  9 23  4  0  0.0,0.000114626716822,5.68434188608e-12,0.0,68.0,-74.0,4.13338645785e-09,0.246908463654,3.83891165256e-06,0.00202051992528,1.03004276752e-05,5153.75988579,446400.0,5.40167093277e-08,2.60452120319,2.04890966415e-08,0.962076214953,181.65625,-3.09804031256,-7.88782855972e-09,2.67868300647e-11,1.0,2228.0,0.0,2.0,0.0,-4.65661287308e-09,580.0
76,5,22  9 23  4  0  0.0,9.76957380772e-05,1.47792889038e-12,0.0,66.0,-43.0,4.74341186786e-09,0.856302983656,2.09175050259e-06,0.00610998936463,2.60956585407e-06,5153.78544998,446400.0,-1.22934579849e-07,1.4794647024,-4.09781932831e-08,0.962085892156,334.625,1.11385645117,-8.49999691613e-09,2.21080637467e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,66.0
77,6,22  9 23  4  0  0.0,0.000469680409878,1.20508047985e-11,0.0,63.0,91.9375,3.96123642997e-09,-1.45351100107,4.78327274323e-06,0.00244478322566,6.54347240925e-06,5153.52405167,446400.0,1.30385160446e-08,0.481567435857,3.35276126862e-08,0.988081690414,268.90625,-0.89352369382,-7.90604360417e-09,2.5536777995e-10,1.0,2228.0,0.0,2.82842707634,0.0,3.72529029846e-09,63.0
78,7,22  9 23  4  0  0.0,0.000305293593556,3.29691829393e-12,0.0,54.0,51.40625,4.73841165958e-09,-2.29391346376,2.32830643654e-06,0.0163944734959,8.34092497826e-06,5153.63569641,446400.0,1.86264514923e-07,-2.66215379426,-9.12696123123e-08,0.950947450413,210.25,-2.24176209903,-7.90497213096e-09,7.18244203468e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,54.0
79,8,22  9 23  4  0  0.0,8.57766717672e-05,1.5916157281e-12,0.0,96.0,-10.875,4.46982904346e-09,0.582393947183,4.67523932457e-07,0.0075356370071,1.03954225779e-05,5153.59480286,446400.0,7.82310962677e-08,-0.594514899338,7.63684511185e-08,0.962146727605,176.34375,0.164525923154,-7.99569019545e-09,4.90377569051e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,96.0
80,9,22  9 23  4  0  0.0,0.000292605254799,4.88853402203e-12,0.0,110.0,-81.0,4.31017953628e-09,1.01265559959,4.25055623054e-06,0.00250897288788,1.02408230305e-05,5153.7620945,446400.0,2.421438694e-08,2.54981790953,-3.91155481338e-08,0.955156508571,178.09375,1.90382317022,-7.99033282943e-09,8.25034365993e-11,1.0,2228.0,0.0,2.82842707634,0.0,1.39698386192e-09,110.0
81,10,22  9 23  4  0  0.0,4.47779893875e-06,1.70530256582e-12,0.0,43.0,-40.4375,4.3751822439e-09,2.62836797186,2.171844244e-06,0.00792014447506,2.23703682423e-06,5153.68228149,446400.0,-3.53902578354e-08,1.52007544579,-7.82310962677e-08,0.974842842094,344.40625,-2.51108860606,-8.1946270534e-09,1.3107688845e-10,1.0,2228.0,0.0,2.8,0.0,2.32830643654e-09,43.0
82,11,22  9 23  4  0  0.0,1.87256373465e-05,3.29691829393e-12,0.0,182.0,94.71875,4.52518849226e-09,0.259977783175,4.78699803352e-06,0.000735618756153,5.78910112381e-06,5153.64066696,446400.0,6.70552253723e-08,0.528473459532,-3.72529029846e-09,0.96400375874,270.84375,-3.12083211395,-8.22034241026e-09,2.21080637467e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,950.0
83,12,22  9 23  4  0  0.0,0.000282680150122,6.02540239925e-12,0.0,50.0,-17.0,4.84805908398e-09,-2.9993588429,8.77305865288e-07,0.00850065960549,5.04218041897e-06,5153.72854996,446400.0,2.04890966415e-07,-1.54800191556,-8.00937414169e-08,0.96750426423,283.84375,1.31717094354,-8.08997983728e-09,2.25009372544e-10,1.0,2228.0,0.0,2.0,0.0,-1.25728547573e-08,50.0
84,14,22  9 23  4  0  0.0,0.000101473648101,2.95585778076e-12,0.0,101.0,-16.375,5.18021577678e-09,-3.05755110108,7.46920704842e-07,0.0023086045403,4.85777854919e-06,5153.65218735,446400.0,-6.89178705216e-08,-1.58280203173,3.72529029846e-09,0.950888079345,282.71875,-3.03291225589,-8.34999066777e-09,2.03579908492e-10,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,101.0
85,15,22  9 23  4  0  0.0,2.67629511654e-05,3.06954461848e-12,0.0,54.0,-93.53125,5.00449417156e-09,-0.393342644231,4.74601984024e-06,0.0146003972041,9.72487032413e-06,5153.62406158,446400.0,-4.65661287308e-08,2.43798796186,2.03028321266e-07,0.931113739596,177.625,1.13593982278,-8.55321341853e-09,8.9289433549e-11,1.0,2228.0,0.0,2.0,0.0,-1.07102096081e-08,54.0
86,16,22  9 23  4  0  0.0,0.000524825416505,9.09494701773e-13,0.0,98.0,-19.3125,4.96306387439e-09,1.50203458497,9.07108187676e-07,0.0127849770943,5.21540641785e-06,5153.70679092,446400.0,-2.29105353355e-07,-1.52953114261,1.56462192535e-07,0.967331562362,286.59375,0.733130635662,-8.38320633705e-09,3.0644133594e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,98.0
87,18,22  9 23  4  0  0.0,3.92673537135e-05,1.29602995003e-11,0.0,165.0,97.8125,4.2091038975e-09,-1.38684103168,5.02727925777e-06,0.00285327469464,6.92531466484e-06,5153.72275162,446400.0,-4.28408384323e-08,0.49441975635,-7.264316082e-08,0.972612307492,253.25,3.07555003467,-8.0014047192e-09,3.03226916332e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,421.0
88,19,22  9 23  4  0  0.0,0.000214353669435,5.00222085975e-12,0.0,76.0,25.9375,4.02445334892e-09,2.75082346951,1.43423676491e-06,0.00912481173873,1.10398977995e-05,5153.72647285,446400.0,1.80676579475e-07,-0.464621127415,1.58324837685e-07,0.976509965983,173.5625,2.18149677767,-7.6046024765e-09,3.80730144653e-10,1.0,2228.0,0.0,2.0,0.0,-1.53668224812e-08,76.0
89,20,22  9 23  4  0  0.0,0.000484183896333,3.06954461848e-12,0.0,60.0,-21.84375,5.20985986872e-09,-0.562345901313,1.15483999252e-06,0.0047632107744,1.72108411789e-06,5153.65320778,446400.0,1.09896063805e-07,1.36135682904,-4.65661287308e-08,0.944499757475,338.90625,-3.09083428531,-8.72429197321e-09,8.7503644878e-11,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,60.0
90,21,22  9 23  4  0  0.0,0.000159087125212,5.68434188608e-13,0.0,57.0,77.21875,4.60733477113e-09,0.60380328075,3.56882810593e-06,0.0243605205324,7.72252678871e-06,5153.70183945,446400.0,2.98023223877e-08,0.393018332848,-4.17232513428e-07,0.961063980972,234.78125,-0.892331575043,-8.47392440154e-09,1.4214877821e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,57.0
91,22,22  9 23  4  0  0.0,0.000332781113684,6.8212102633e-12,0.0,95.0,-74.3125,4.25589156068e-09,0.38034338532,3.95625829697e-06,0.0134452400962,1.06561928988e-05,5153.74656868,446400.0,-2.53319740295e-07,2.65293020988,1.30385160446e-08,0.962134727288,178.25,-1.84469820521,-8.04783522464e-09,7.07172313708e-11,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,95.0
92,23,22  9 23  4  0  0.0,3.39932739735e-07,4.54747350886e-13,0.0,220.0,-39.0,4.51375944477e-09,-2.42021552017,1.95950269699e-06,0.00266650482081,2.37300992012e-06,5153.62009049,446400.0,-2.23517417908e-08,1.49409948032,3.53902578354e-08,0.969939003178,338.8125,3.01225190274,-8.32891836145e-09,8.57178562071e-11,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,732.0
93,24,22  9 23  4  0  0.0,0.000125931110233,1.34150468512e-11,0.0,58.0,41.9375,5.14985736937e-09,-1.34166305658,2.25752592087e-06,0.0130441059591,8.67806375027e-06,5153.67107391,446400.0,3.66941094399e-07,-2.74857995737,7.45058059692e-09,0.934534932983,193.59375,0.839366838107,-8.21355641331e-09,6.1109688321e-10,1.0,2228.0,0.0,2.0,0.0,2.79396772385e-09,58.0
94,25,22  9 23  4  0  0.0,0.000374949537218,3.97903932026e-12,0.0,92.0,-11.09375,5.08914055456e-09,3.10362371057,7.0221722126e-07,0.0105488339905,4.7292560339e-06,5153.60606766,446400.0,4.842877388e-08,-1.62744815711,-1.91852450371e-07,0.95506437399,284.09375,1.00369400336,-8.18498379457e-09,1.6429255773e-10,1.0,2228.0,0.0,2.0,0.0,5.58793544769e-09,92.0
95,26,22  9 23  4  0  0.0,0.000229670200497,1.5916157281e-12,0.0,98.0,-4.78125,5.66202156021e-09,2.34871886909,1.84401869774e-07,0.00714981707279,4.19840216637e-06,5153.55444336,446400.0,-1.97440385819e-07,-1.67856510416,-1.30385160446e-08,0.93588861058,286.4375,0.375468112805,-8.59428655796e-09,5.57166065346e-11,1.0,2228.0,0.0,2.82842707634,0.0,6.98491930962e-09,98.0
96,27,22  9 23  4  0  0.0,0.000208307988942,4.66116034659e-12,0.0,35.0,-4.15625,4.2937502805e-09,0.590013930506,1.49011611938e-08,0.0106029526796,1.06822699308e-05,5153.66275215,446400.0,-5.77419996262e-08,-0.573265475882,1.32247805595e-07,0.970958444957,177.96875,0.687222720031,-7.96461747257e-09,5.18235872318e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,35.0
97,28,22  9 23  4  0  0.0,0.000336285680533,2.95585778076e-12,0.0,11.0,-23.1875,4.91949063082e-09,1.02469823882,1.4454126358e-06,0.0164577938849,5.34392893314e-06,5153.65356064,446400.0,-8.00937414169e-08,-1.52613448089,-3.55765223503e-07,0.966527397757,282.65625,-1.26109957864,-8.37570602463e-09,2.24295057075e-10,1.0,2228.0,0.0,2.0,63.0,-1.11758708954e-08,11.0
98,29,22  9 23  4  0  0.0,0.000553867779672,3.18323145621e-12,0.0,13.0,18.875,3.91087718945e-09,0.491031946754,8.19563865662e-07,0.0022167537827,1.17514282465e-05,5153.64718056,446400.0,-2.23517417908e-08,-0.495808666867,-4.842877388e-08,0.979706791623,161.3125,2.45949647542,-7.64924719328e-09,3.96087927223e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,13.0
99,30,22  9 23  4  0  0.0,0.000537106301635,2.27373675443e-13,0.0,35.0,52.40625,5.15307178898e-09,-2.39823100671,2.46427953243e-06,0.00594235025346,8.38749110699e-06,5153.70820236,446400.0,1.30385160446e-08,-2.65232789139,-6.33299350738e-08,0.936077525969,208.0625,-2.65529879713,-8.24820071352e-09,6.21454457501e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,35.0
100,31,22  9 23  4  0  0.0,0.000194324180484,1.36424205266e-12,0.0,92.0,41.28125,4.68840957679e-09,-2.82432592319,2.03587114811e-06,0.0105452737771,9.16607677937e-06,5153.58728981,446400.0,-1.02445483208e-07,-2.64317599146,-1.78813934326e-07,0.95509770219,203.0,0.42923816859,-7.90497213096e-09,6.06453832665e-10,1.0,2228.0,0.0,2.0,0.0,-1.35041773319e-08,92.0
101,32,22  9 23  4  0  0.0,0.000241509173065,1.14823706099e-11,0.0,37.0,-94.375,4.23053336155e-09,1.30085972441,4.89689409733e-06,0.00609472382348,1.04196369648e-05,5153.65817833,446400.0,-1.02445483208e-07,2.56194396874,1.67638063431e-08,0.958914082415,175.46875,-2.29332651615,-7.97068915405e-09,1.25719522437e-10,1.0,2228.0,0.0,2.0,0.0,4.65661287308e-10,37.0
102,11,22  9 23  5 44 32.0,1.87456607819e-05,3.29691829393e-12,0.0,183.0,92.6875,4.56519015849e-09,1.17492347651,4.86895442009e-06,0.000735278939828,5.88595867157e-06,5153.64009666,452672.0,4.842877388e-08,0.52842210233,2.60770320892e-08,0.964005171919,268.0625,-3.1209354852,-8.19712715753e-09,2.04651381694e-10,1.0,2228.0,0.0,2.0,0.0,-8.381903e-09,951.0
103,6,22  9 23  5 59 44.0,0.000469766091555,1.20508047985e-11,0.0,40.0,91.9375,3.93087802256e-09,-0.405207765661,4.842877388e-06,0.00244591373485,7.16745853424e-06,5153.52668571,453584.0,-9.31322574616e-09,0.481510677561,2.79396772385e-08,0.988083504433,257.4375,-0.893892786588,-7.89925760721e-09,2.4429589019e-10,1.0,2228.0,0.0,2.0,0.0,3.72529029846e-09,40.0
104,9,22  9 23  5 59 44.0,0.000292570330203,4.88853402203e-12,0.0,14.0,-86.84375,4.27196365872e-09,2.06045736278,4.45358455181e-06,0.00250944297295,1.0022893548e-05,5153.76206589,453584.0,6.51925802231e-08,2.54976106639,5.58793544769e-08,0.955156237931,181.96875,1.90381229342,-7.89318592573e-09,1.1321900174e-10,1.0,2228.0,0.0,2.0,0.0,1.39698386192e-09,14.0
105,22,22  9 23  5 59 44.0,0.000332832802087,6.8212102633e-12,0.0,21.0,-90.4375,4.09874215763e-09,1.42800639804,4.69200313091e-06,0.0134471452329,1.11013650894e-05,5153.75154495,453584.0,-2.51457095146e-07,2.65287222273,-2.01165676117e-07,0.962134417149,167.53125,-1.84456277996,-7.95604568695e-09,4.82162941165e-11,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,21.0
106,26,22  9 23  5 59 44.0,0.000229681842029,1.5916157281e-12,0.0,8.0,-6.15625,5.57666086174e-09,-2.88651923013,3.44589352608e-07,0.00715043512173,4.57465648651e-06,5153.55324554,453584.0,-7.264316082e-08,-1.67862639897,-8.56816768646e-08,0.935888737854,282.1875,0.375449050983,-8.49285376145e-09,3.92873507616e-11,1.0,2228.0,0.0,2.0,0.0,6.98491930962e-09,8.0
107,1,22  9 23  6  0  0.0,0.000279217027128,6.48014975013e-12,0.0,91.0,89.4375,4.0294535572e-09,-0.613620969331,4.73111867905e-06,0.0119909285568,7.28853046894e-06,5153.65944099,453600.0,-5.21540641785e-08,0.489783488077,1.95577740669e-07,0.98877632488,252.8125,0.943705325663,-8.04176354316e-09,2.01079804352e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,91.0
108,2,22  9 23  6  0  0.0,0.000645066145807,1.36424205266e-12,0.0,75.0,99.15625,4.51625954891e-09,-1.07973050763,5.26756048202e-06,0.0200054893503,7.54371285438e-06,5154.89499855,453600.0,-3.3900141716e-07,0.396046707861,1.47148966789e-07,0.966750404989,243.53125,-1.3932396481,-8.3910638072e-09,2.53939149013e-10,1.0,2228.0,0.0,2.0,0.0,-1.72294676304e-08,75.0
109,3,22  9 23  6  0  0.0,0.000355294439942,5.57065504836e-12,0.0,76.0,-38.0625,4.44947105262e-09,-1.71626255592,1.97067856789e-06,0.00451741716824,2.32271850109e-06,5153.54703331,453600.0,1.62050127983e-07,1.52272523077,-1.86264514923e-08,0.975058920946,344.46875,1.0600027472,-8.2228425144e-09,2.09294432239e-10,1.0,2228.0,0.0,4.0,0.0,1.86264514923e-09,76.0
110,4,22  9 23  6  0  0.0,0.000114585272968,5.68434188608e-12,0.0,69.0,-85.125,4.16017328792e-09,1.29758249532,4.29712235928e-06,0.0020194350509,1.02687627077e-05,5153.75696564,453600.0,-6.14672899246e-08,2.60446518805,7.82310962677e-08,0.962076042329,182.84375,-3.09858824999,-7.80711091179e-09,1.06790162525e-10,1.0,2228.0,0.0,2.0,0.0,-4.65661287308e-09,581.0
111,5,22  9 23  6  0  0.0,9.77059826255e-05,1.47792889038e-12,0.0,67.0,-41.25,4.80555731361e-09,1.90644981184,2.37859785557e-06,0.00610989751294,2.50712037086e-06,5153.78506088,453600.0,-4.842877388e-08,1.47940345441,-1.35973095894e-07,0.96208456529,334.90625,1.1138244396,-8.4317797889e-09,2.08580116771e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,67.0
112,7,22  9 23  6  0  0.0,0.000305270310491,3.29691829393e-12,0.0,56.0,47.25,4.69912430882e-09,-1.24367498668,2.68034636974e-06,0.0163944714004,8.225440979e-06,5153.63669014,453600.0,3.52039933205e-07,-2.66221019707,1.73225998878e-07,0.950951624118,211.03125,-2.24179582953,-8.10462330438e-09,5.80738475803e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,56.0
113,8,22  9 23  6  0  0.0,8.57878476381e-05,1.5916157281e-12,0.0,97.0,-9.09375,4.44875673715e-09,1.63239358971,2.30967998505e-07,0.00753604213241,1.12075358629e-05,5153.59806824,453600.0,1.11758708954e-08,-0.594572324724,1.43423676491e-07,0.962143141992,162.84375,0.164754512881,-7.96961768085e-09,4.8430588757e-10,1.0,2228.0,0.0,2.0,0.0,5.12227416039e-09,97.0
114,10,22  9 23  6  0  0.0,4.48944047093e-06,1.70530256582e-12,0.0,44.0,-49.96875,4.43089885044e-09,-2.60463850288,2.5499612093e-06,0.0079215381993,2.38232314587e-06,5153.67969132,453600.0,-5.58793544769e-09,1.52001662624,-4.842877388e-08,0.974841962881,340.9375,-2.51109182887,-8.17212611614e-09,1.33576992589e-10,1.0,2228.0,0.0,2.8,0.0,2.32830643654e-09,44.0
115,11,22  9 23  6  0  0.0,1.87489204109e-05,3.29691829393e-12,0.0,184.0,93.96875,4.56054710795e-09,1.3099533607,4.93973493576e-06,0.000735367531888,5.97909092903e-06,5153.64056397,453600.0,5.02914190292e-08,0.528414487842,2.79396772385e-08,0.964005362098,266.40625,-3.12060605214,-8.197841473e-09,2.06080012631e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,952.0
116,12,22  9 23  6  0  0.0,0.000282723456621,6.02540239925e-12,0.0,51.0,-16.71875,4.82805825086e-09,-1.9492169784,7.39470124245e-07,0.00850088568404,4.94346022606e-06,5153.72813797,453600.0,1.50874257088e-07,-1.54806047909,6.89178705216e-08,0.967503143635,285.875,1.31717925145,-8.08176520939e-09,1.38934358602e-10,1.0,2228.0,0.0,2.0,0.0,-1.25728547573e-08,51.0
117,13,22  9 23  6  0  0.0,0.000392785295844,7.16227077646e-12,0.0,56.0,-58.0625,3.99373778378e-09,1.15990964335,3.06591391563e-06,0.00648162665311,1.14385038614e-05,5153.68422508,453600.0,-8.56816768646e-08,2.70607621992,-2.60770320892e-08,0.969409982743,164.6875,0.936787063181,-7.80853954273e-09,8.42892252703e-11,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,56.0
118,14,22  9 23  6  0  0.0,0.000101452227682,2.95585778076e-12,0.0,102.0,-18.78125,5.19057335107e-09,-2.00746866763,1.07288360596e-06,0.00230879534502,4.79817390442e-06,5153.65160179,453600.0,1.30385160446e-08,-1.58286289643,-8.38190317154e-08,0.950886521337,284.09375,-3.03279553698,-8.43570852398e-09,1.36791412197e-10,1.0,2228.0,0.0,2.0,0.0,-7.91624188423e-09,102.0
119,15,22  9 23  6  0  0.0,2.67405994236e-05,3.06954461848e-12,0.0,55.0,-88.84375,4.99627954367e-09,0.656892702195,4.49456274509e-06,0.014600606868,9.82917845249e-06,5153.62439346,453600.0,-2.47731804848e-07,2.43792793101,-1.86264514923e-08,0.931112513671,179.5,1.13591781757,-8.47571019021e-09,3.26799326789e-10,1.0,2228.0,0.0,2.0,0.0,-1.07102096081e-08,55.0
120,16,22  9 23  6  0  0.0,0.000524831935763,9.09494701773e-13,0.0,99.0,-19.40625,4.79912847439e-09,2.55220228314,1.06357038021e-06,0.0127850653371,5.14276325703e-06,5153.70661163,453600.0,-6.70552253723e-08,-1.5295910886,-2.27242708206e-07,0.967331483365,285.78125,0.733126756003,-8.01033366255e-09,1.7786455163e-10,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,99.0
121,17,22  9 23  6  0  0.0,0.000661903526634,3.75166564481e-12,0.0,107.0,-0.6875,3.96230790317e-09,1.64932956117,2.23517417908e-07,0.01372264768,1.09635293484e-05,5153.62766075,453600.0,1.210719347e-07,-0.5093703578,-3.11061739922e-07,0.977565730554,175.5,-1.47975539007,-7.6149600508e-09,3.30728061866e-10,1.0,2228.0,0.0,2.0,0.0,-1.11758708954e-08,107.0
122,18,22  9 23  6  0  0.0,3.91746871173e-05,1.29602995003e-11,0.0,166.0,96.5,4.28374986395e-09,-0.336760510261,4.83356416225e-06,0.00285350729246,6.73905014992e-06,5153.72275543,453600.0,7.264316082e-08,0.494362402647,-2.79396772385e-08,0.972613953275,257.625,3.07561856507,-8.07605068564e-09,2.21794952936e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,422.0
123,19,22  9 23  6  0  0.0,0.000214390456676,5.00222085975e-12,0.0,77.0,14.28125,3.91909181733e-09,-2.48219451839,9.08970832825e-07,0.00912321649957,1.11330300569e-05,5153.72946549,453600.0,-1.49011611938e-08,-0.464676109728,1.62050127983e-07,0.976507972025,172.59375,2.18147356702,-7.53102798326e-09,2.7322566666e-10,1.0,2228.0,0.0,2.0,0.0,-1.53668224812e-08,77.0
124,20,22  9 23  6  0  0.0,0.000484161544591,3.06954461848e-12,0.0,63.0,-17.0,5.23736101425e-09,0.487784316895,9.05245542526e-07,0.00476313196123,1.67079269886e-06,5153.65303612,453600.0,1.02445483208e-07,1.36129399963,3.91155481338e-08,0.94449903333,338.125,-3.09076553109,-8.72893502375e-09,1.07861635727e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,63.0
125,21,22  9 23  6  0  0.0,0.000159083399922,5.68434188608e-13,0.0,72.0,90.5,4.4837581951e-09,1.65392571916,4.66220080852e-06,0.0243600584799,6.95511698723e-06,5153.7032814,453600.0,3.66941094399e-07,0.392960613415,7.63684511185e-08,0.961067104302,232.34375,-0.892290039873,-7.87211361942e-09,9.64325882329e-12,1.0,2228.0,0.0,2.0,0.0,-1.02445483208e-08,72.0
126,23,22  9 23  6  0  0.0,3.43658030033e-07,4.54747350886e-13,0.0,221.0,-43.84375,4.53733185523e-09,-1.37013199392,2.14390456677e-06,0.00266688992269,2.52202153206e-06,5153.61923409,453600.0,-1.06170773506e-07,1.49404000538,-3.53902578354e-08,0.969938264405,337.78125,3.01238243892,-8.29891711178e-09,1.63578242262e-10,1.0,2228.0,0.0,2.0,0.0,-8.38190317154e-09,733.0
127,24,22  9 23  6  0  0.0,0.000125834252685,1.34150468512e-11,0.0,59.0,42.59375,5.21950312754e-09,-0.291436082431,2.35624611378e-06,0.0130446295952,8.82521271706e-06,5153.67247963,453600.0,4.47034835815e-08,-2.74864029835,2.16066837311e-07,0.934537681806,198.90625,0.839326720504,-8.54607026384e-09,5.63237746827e-10,1.0,2228.0,0.0,2.0,0.0,2.79396772385e-09,59.0
